update_id,ticket_id,updated_at,update_type,old_status,new_status,update_notes
12232,3843,2025-07-27 07:19:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12233,3843,2025-07-27 13:09:47.742766,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12234,3843,2025-07-28 03:26:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12235,3843,2025-07-29 21:47:54.404599,Closed,Resolved,Closed,Ticket closed after user confirmation
12236,3844,2024-06-01 08:56:27.779795,Created,,Open,Ticket created by employee
12237,3844,2024-06-01 12:22:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12238,3844,2024-06-01 16:49:47.141752,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12239,3844,2024-06-01 13:38:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12240,3845,2026-02-13 18:50:27.779795,Created,,Open,Ticket created by employee
12241,3845,2026-02-13 19:15:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12242,3845,2026-02-14 09:36:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12243,3846,2024-06-11 20:29:27.779795,Created,,Open,Ticket created by employee
12244,3846,2024-06-11 21:10:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12245,3846,2024-06-12 03:55:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12246,3847,2025-01-19 01:23:27.779795,Created,,Open,Ticket created by employee
12247,3847,2025-01-19 01:49:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12248,3848,2024-11-24 00:13:27.779795,Created,,Open,Ticket created by employee
12249,3848,2024-11-24 05:30:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12250,3848,2024-11-24 09:38:04.335769,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12251,3848,2024-11-24 07:04:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12252,3849,2024-12-10 23:50:27.779795,Created,,Open,Ticket created by employee
12253,3849,2024-12-11 01:12:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12254,3849,2024-12-12 15:03:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12255,3850,2024-07-25 10:23:27.779795,Created,,Open,Ticket created by employee
12256,3850,2024-07-25 12:05:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12257,3850,2024-07-25 16:22:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12258,3851,2026-02-19 20:10:27.779795,Created,,Open,Ticket created by employee
12259,3851,2026-02-20 01:49:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12260,3851,2026-02-20 14:23:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12261,3851,2026-02-22 03:14:25.464535,Closed,Resolved,Closed,Ticket closed after user confirmation
12262,3852,2025-05-09 16:54:27.779795,Created,,Open,Ticket created by employee
12263,3852,2025-05-09 23:10:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12264,3852,2025-05-10 01:53:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12265,3853,2026-03-04 15:43:27.779795,Created,,Open,Ticket created by employee
12266,3853,2026-03-04 21:00:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12267,3853,2026-03-05 08:32:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12268,3854,2025-03-02 23:51:27.779795,Created,,Open,Ticket created by employee
12269,3854,2025-03-03 01:22:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12270,3854,2025-03-04 04:25:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12271,3855,2024-12-22 23:54:27.779795,Created,,Open,Ticket created by employee
12272,3855,2024-12-23 04:22:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12273,3855,2024-12-25 06:48:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12274,3856,2026-05-02 11:28:27.779795,Created,,Open,Ticket created by employee
12275,3856,2026-05-02 18:27:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12276,3856,2026-05-03 01:47:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12277,3856,2026-05-03 10:35:44.870147,Closed,Resolved,Closed,Ticket closed after user confirmation
12278,3857,2026-03-23 11:28:27.779795,Created,,Open,Ticket created by employee
12279,3857,2026-03-23 12:56:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12280,3857,2026-03-23 16:08:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12281,3858,2024-08-26 07:27:27.779795,Created,,Open,Ticket created by employee
12282,3858,2024-08-26 09:13:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12283,3858,2024-08-26 14:23:42.712234,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12284,3858,2024-08-29 00:50:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12285,3859,2025-08-05 22:03:27.779795,Created,,Open,Ticket created by employee
12286,3859,2025-08-06 03:50:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12287,3859,2025-08-13 01:43:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12288,3859,2025-08-14 19:23:34.102797,Closed,Resolved,Closed,Ticket closed after user confirmation
12289,3860,2024-09-04 01:08:27.779795,Created,,Open,Ticket created by employee
12290,3860,2024-09-04 01:32:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12291,3860,2024-09-04 08:23:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12292,3861,2024-10-31 19:43:27.779795,Created,,Open,Ticket created by employee
12293,3861,2024-10-31 21:08:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12294,3861,2024-10-31 23:25:28.913773,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12295,3861,2024-11-01 14:17:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12296,3862,2025-01-11 21:03:27.779795,Created,,Open,Ticket created by employee
12297,3862,2025-01-12 11:43:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12298,3862,2025-01-13 17:06:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12299,3863,2025-05-04 00:24:27.779795,Created,,Open,Ticket created by employee
12300,3863,2025-05-04 02:41:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12301,3863,2025-05-06 03:15:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12302,3864,2025-04-04 22:35:27.779795,Created,,Open,Ticket created by employee
12303,3864,2025-04-04 23:00:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12304,3864,2025-04-04 23:53:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12305,3865,2025-03-23 01:00:27.779795,Created,,Open,Ticket created by employee
12306,3865,2025-03-23 02:20:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12307,3865,2025-03-23 05:34:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12308,3866,2025-02-15 07:26:27.779795,Created,,Open,Ticket created by employee
12309,3866,2025-02-15 13:47:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12310,3866,2025-02-15 11:48:34.679510,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12311,3866,2025-02-17 12:07:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12312,3866,2025-02-18 20:35:29.343811,Closed,Resolved,Closed,Ticket closed after user confirmation
12313,3867,2024-11-27 16:37:27.779795,Created,,Open,Ticket created by employee
12314,3867,2024-11-27 20:48:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12315,3867,2024-11-28 05:35:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12316,3868,2024-11-13 09:13:27.779795,Created,,Open,Ticket created by employee
12317,3868,2024-11-13 16:06:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12318,3868,2024-11-13 19:10:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12319,3868,2024-11-15 00:35:51.765246,Closed,Resolved,Closed,Ticket closed after user confirmation
12320,3869,2025-09-18 12:50:27.779795,Created,,Open,Ticket created by employee
12321,3869,2025-09-18 15:22:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12322,3869,2025-09-18 15:57:17.730594,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12323,3870,2024-05-25 13:03:27.779795,Created,,Open,Ticket created by employee
12324,3870,2024-05-25 13:20:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12325,3870,2024-05-26 09:52:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12326,3870,2024-05-28 07:16:15.122129,Closed,Resolved,Closed,Ticket closed after user confirmation
12327,3871,2026-01-12 10:18:27.779795,Created,,Open,Ticket created by employee
12328,3871,2026-01-12 11:55:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12329,3871,2026-01-13 07:42:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12330,3872,2025-12-26 09:15:27.779795,Created,,Open,Ticket created by employee
12331,3872,2025-12-26 10:15:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12332,3872,2025-12-27 23:38:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12333,3873,2026-03-16 06:48:27.779795,Created,,Open,Ticket created by employee
12334,3873,2026-03-16 07:14:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12335,3873,2026-03-16 08:17:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12336,3874,2025-10-25 10:08:27.779795,Created,,Open,Ticket created by employee
12337,3874,2025-10-25 19:09:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12338,3874,2025-10-27 11:51:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12339,3875,2025-06-16 17:19:27.779795,Created,,Open,Ticket created by employee
12340,3875,2025-06-16 17:51:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12341,3876,2026-01-06 17:33:27.779795,Created,,Open,Ticket created by employee
12342,3876,2026-01-06 22:30:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12343,3876,2026-01-14 09:28:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12344,3877,2024-10-17 02:56:27.779795,Created,,Open,Ticket created by employee
12345,3877,2024-10-17 12:31:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12346,3877,2024-10-17 20:19:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12347,3878,2026-02-23 07:22:27.779795,Created,,Open,Ticket created by employee
12348,3878,2026-02-23 22:30:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12349,3878,2026-03-03 03:02:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12350,3879,2026-01-06 01:46:27.779795,Created,,Open,Ticket created by employee
12351,3879,2026-01-06 04:37:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12352,3879,2026-01-07 12:54:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12353,3880,2025-07-06 00:15:27.779795,Created,,Open,Ticket created by employee
12354,3880,2025-07-06 00:31:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12355,3880,2025-07-06 11:06:24.566269,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12356,3880,2025-07-06 07:58:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12357,3881,2026-03-13 05:44:27.779795,Created,,Open,Ticket created by employee
12358,3881,2026-03-13 06:21:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12359,3881,2026-03-13 10:16:34.587488,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12360,3881,2026-03-15 19:37:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12361,3882,2024-09-13 14:51:27.779795,Created,,Open,Ticket created by employee
12362,3882,2024-09-13 16:28:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12363,3882,2024-09-13 23:08:35.085662,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12364,3882,2024-09-13 23:59:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12365,3882,2024-09-14 17:15:23.330294,Closed,Resolved,Closed,Ticket closed after user confirmation
12366,3883,2025-01-14 04:59:27.779795,Created,,Open,Ticket created by employee
12367,3883,2025-01-14 09:07:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12368,3883,2025-01-14 09:08:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12369,3884,2025-11-30 18:14:27.779795,Created,,Open,Ticket created by employee
12370,3884,2025-11-30 20:57:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12371,3884,2025-12-01 01:02:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12372,3885,2025-12-24 15:38:27.779795,Created,,Open,Ticket created by employee
12373,3885,2025-12-24 20:01:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12374,3885,2025-12-24 22:14:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12375,3886,2025-01-20 04:55:27.779795,Created,,Open,Ticket created by employee
12376,3886,2025-01-20 12:43:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12377,3886,2025-01-21 06:14:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12378,3887,2026-02-01 18:20:27.779795,Created,,Open,Ticket created by employee
12379,3887,2026-02-01 19:10:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12380,3888,2024-12-01 18:43:27.779795,Created,,Open,Ticket created by employee
12381,3888,2024-12-01 22:21:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12382,3888,2024-12-03 12:54:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12383,3889,2024-06-17 12:45:27.779795,Created,,Open,Ticket created by employee
12384,3889,2024-06-17 15:17:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12385,3889,2024-06-17 15:40:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12386,3890,2025-04-19 11:28:27.779795,Created,,Open,Ticket created by employee
12387,3890,2025-04-19 12:11:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12388,3890,2025-04-19 12:50:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12389,3890,2025-04-19 18:39:22.460308,Closed,Resolved,Closed,Ticket closed after user confirmation
12390,3891,2025-11-09 04:13:27.779795,Created,,Open,Ticket created by employee
12391,3891,2025-11-09 08:51:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12392,3891,2025-11-10 04:02:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12393,3891,2025-11-10 16:13:19.620890,Closed,Resolved,Closed,Ticket closed after user confirmation
12394,3892,2025-10-29 15:25:27.779795,Created,,Open,Ticket created by employee
12395,3892,2025-10-29 15:41:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12396,3892,2025-10-30 16:31:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12397,3893,2025-11-08 19:47:27.779795,Created,,Open,Ticket created by employee
12398,3893,2025-11-08 21:18:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12399,3893,2025-11-09 14:11:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12400,3893,2025-11-10 16:30:53.716971,Closed,Resolved,Closed,Ticket closed after user confirmation
12401,3894,2025-08-14 06:44:27.779795,Created,,Open,Ticket created by employee
12402,3894,2025-08-14 07:52:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12403,3894,2025-08-15 01:46:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12404,3895,2024-06-08 17:34:27.779795,Created,,Open,Ticket created by employee
12405,3895,2024-06-08 20:21:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12406,3896,2025-03-22 03:52:27.779795,Created,,Open,Ticket created by employee
12407,3896,2025-03-22 08:30:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12408,3896,2025-03-22 11:57:34.100876,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12409,3896,2025-03-25 06:26:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12410,3897,2026-03-27 14:34:27.779795,Created,,Open,Ticket created by employee
12411,3897,2026-03-27 19:48:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12412,3897,2026-03-31 11:24:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12413,3898,2025-05-12 23:53:27.779795,Created,,Open,Ticket created by employee
12414,3898,2025-05-13 01:53:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12415,3899,2026-05-08 21:12:27.779795,Created,,Open,Ticket created by employee
12416,3899,2026-05-08 21:20:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12417,3899,2026-05-10 13:52:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12418,3900,2024-09-01 20:35:27.779795,Created,,Open,Ticket created by employee
12419,3900,2024-09-01 21:58:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12420,3900,2024-09-02 02:50:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12421,3901,2024-09-03 10:26:27.779795,Created,,Open,Ticket created by employee
12422,3901,2024-09-03 14:03:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12423,3902,2024-05-21 18:47:27.779795,Created,,Open,Ticket created by employee
12424,3902,2024-05-22 05:14:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12425,3903,2025-08-08 19:30:27.779795,Created,,Open,Ticket created by employee
12426,3903,2025-08-08 21:12:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12427,3903,2025-08-09 06:31:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12428,3904,2024-07-17 17:28:27.779795,Created,,Open,Ticket created by employee
12429,3904,2024-07-17 21:09:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12430,3904,2024-07-20 01:50:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12431,3905,2025-06-05 23:32:27.779795,Created,,Open,Ticket created by employee
12432,3905,2025-06-06 01:14:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12433,3905,2025-06-06 06:48:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12434,3906,2026-04-22 20:07:27.779795,Created,,Open,Ticket created by employee
12435,3906,2026-04-22 20:48:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12436,3906,2026-04-23 18:35:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12437,3907,2025-05-28 08:47:27.779795,Created,,Open,Ticket created by employee
12438,3907,2025-05-28 10:34:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12439,3907,2025-05-30 19:00:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12440,3907,2025-05-30 23:33:18.579869,Closed,Resolved,Closed,Ticket closed after user confirmation
12441,3908,2025-09-09 16:24:27.779795,Created,,Open,Ticket created by employee
12442,3908,2025-09-10 10:17:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12443,3908,2025-09-10 17:31:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12444,3909,2025-05-31 19:29:27.779795,Created,,Open,Ticket created by employee
12445,3909,2025-05-31 21:54:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12446,3909,2025-06-01 19:21:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12447,3910,2026-02-24 04:14:27.779795,Created,,Open,Ticket created by employee
12448,3910,2026-02-24 07:35:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12449,3910,2026-02-24 10:07:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12450,3911,2025-01-09 01:41:27.779795,Created,,Open,Ticket created by employee
12451,3911,2025-01-09 10:33:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12452,3911,2025-01-09 13:10:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12453,3912,2024-07-07 20:29:27.779795,Created,,Open,Ticket created by employee
12454,3912,2024-07-07 21:00:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12455,3912,2024-07-08 02:30:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12456,3913,2026-05-01 04:16:27.779795,Created,,Open,Ticket created by employee
12457,3913,2026-05-01 08:06:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12458,3913,2026-05-01 17:01:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12459,3914,2026-02-10 13:55:27.779795,Created,,Open,Ticket created by employee
12460,3914,2026-02-10 14:12:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12461,3914,2026-02-11 11:17:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12462,3915,2025-01-26 18:20:27.779795,Created,,Open,Ticket created by employee
12463,3915,2025-01-26 23:27:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12464,3915,2025-01-28 09:16:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12465,3916,2025-06-21 05:52:27.779795,Created,,Open,Ticket created by employee
12466,3916,2025-06-21 06:41:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12467,3916,2025-06-21 23:03:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12468,3916,2025-06-23 02:42:46.960693,Closed,Resolved,Closed,Ticket closed after user confirmation
12469,3917,2025-12-28 22:05:27.779795,Created,,Open,Ticket created by employee
12470,3917,2025-12-28 23:57:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12471,3917,2025-12-29 06:04:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12472,3918,2026-05-18 05:40:27.779795,Created,,Open,Ticket created by employee
12473,3918,2026-05-18 06:33:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12474,3918,2026-05-20 12:47:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12475,3919,2026-03-23 01:39:27.779795,Created,,Open,Ticket created by employee
12476,3919,2026-03-23 02:47:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12477,3919,2026-03-25 03:46:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12478,3920,2025-12-12 21:27:27.779795,Created,,Open,Ticket created by employee
12479,3920,2025-12-13 00:09:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12480,3920,2025-12-13 06:37:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12481,3921,2026-04-01 05:07:27.779795,Created,,Open,Ticket created by employee
12482,3921,2026-04-01 10:11:39.779795,First Response,Open,In Progress,Support agent responded to ticket
12483,3921,2026-04-03 03:44:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12484,3922,2025-02-06 20:42:27.779795,Created,,Open,Ticket created by employee
12485,3922,2025-02-07 01:29:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12486,3922,2025-02-07 06:53:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12487,3922,2025-02-08 23:12:42.454307,Closed,Resolved,Closed,Ticket closed after user confirmation
12488,3923,2024-10-02 23:04:27.779795,Created,,Open,Ticket created by employee
12489,3923,2024-10-03 02:26:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12490,3923,2024-10-03 19:44:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12491,3924,2025-07-18 06:46:27.779795,Created,,Open,Ticket created by employee
12492,3924,2025-07-18 07:42:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12493,3924,2025-07-18 16:49:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12494,3925,2025-09-23 02:31:27.779795,Created,,Open,Ticket created by employee
12495,3925,2025-09-23 08:01:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12496,3925,2025-09-23 13:10:11.625016,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12497,3925,2025-09-29 03:58:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12498,3926,2025-04-13 16:46:27.779795,Created,,Open,Ticket created by employee
12499,3926,2025-04-13 18:51:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12500,3926,2025-04-14 09:51:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12501,3927,2024-10-04 06:50:27.779795,Created,,Open,Ticket created by employee
12502,3927,2024-10-04 22:56:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12503,3927,2024-10-04 10:20:19.461683,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12504,3927,2024-10-08 08:21:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12505,3928,2025-10-19 20:15:27.779795,Created,,Open,Ticket created by employee
12506,3928,2025-10-19 21:58:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12507,3928,2025-10-19 23:22:04.898061,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12508,3928,2025-10-20 18:46:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12509,3929,2024-12-23 23:52:27.779795,Created,,Open,Ticket created by employee
12510,3929,2024-12-24 03:30:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12511,3929,2024-12-26 14:15:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12512,3930,2025-10-17 01:53:27.779795,Created,,Open,Ticket created by employee
12513,3930,2025-10-17 03:20:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12514,3930,2025-10-17 07:03:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12515,3931,2024-11-25 21:03:27.779795,Created,,Open,Ticket created by employee
12516,3931,2024-11-26 00:21:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12517,3931,2024-11-28 05:41:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12518,3932,2024-12-13 14:53:27.779795,Created,,Open,Ticket created by employee
12519,3932,2024-12-13 16:07:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12520,3932,2024-12-14 00:29:12.074638,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12521,3932,2024-12-14 06:34:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12522,3933,2026-04-28 01:55:27.779795,Created,,Open,Ticket created by employee
12523,3933,2026-04-28 02:39:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12524,3933,2026-04-28 03:30:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12525,3934,2025-02-03 13:30:27.779795,Created,,Open,Ticket created by employee
12526,3934,2025-02-03 14:53:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12527,3934,2025-02-03 21:27:27.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12528,3935,2024-08-17 00:50:27.779795,Created,,Open,Ticket created by employee
12529,3935,2024-08-17 02:37:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12530,3935,2024-08-17 03:53:31.788880,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12531,3935,2024-08-17 04:37:15.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12532,3936,2024-09-01 05:09:27.779795,Created,,Open,Ticket created by employee
12533,3936,2024-09-01 08:52:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12534,3937,2025-03-08 03:18:27.779795,Created,,Open,Ticket created by employee
12535,3937,2025-03-08 05:35:51.779795,First Response,Open,In Progress,Support agent responded to ticket
12536,3937,2025-03-08 18:08:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12537,3938,2026-01-03 21:08:27.779795,Created,,Open,Ticket created by employee
12538,3938,2026-01-03 21:37:15.779795,First Response,Open,In Progress,Support agent responded to ticket
12539,3938,2026-01-03 22:59:19.634510,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12540,3938,2026-01-04 13:34:51.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12541,3938,2026-01-05 05:27:13.431705,Closed,Resolved,Closed,Ticket closed after user confirmation
12542,3939,2024-11-21 08:40:27.779795,Created,,Open,Ticket created by employee
12543,3939,2024-11-21 10:26:03.779795,First Response,Open,In Progress,Support agent responded to ticket
12544,3939,2024-11-21 10:18:44.507465,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12545,3939,2024-11-24 02:20:39.779795,Resolved,In Progress,Resolved,Issue resolved by support team
12546,3940,2025-08-05 23:59:27.779795,Created,,Open,Ticket created by employee
12547,3940,2025-08-06 07:56:27.779795,First Response,Open,In Progress,Support agent responded to ticket
12548,3940,2025-08-06 01:52:37.185339,Escalation,In Progress,Escalated,Ticket escalated to higher support tier
12549,3940,2025-08-08 17:00:03.779795,Resolved,In Progress,Resolved,Issue resolved by support team
