ticket_id,employee_id,agent_id,team_id,system_id,sla_id,created_at,first_response_at,resolved_at,status,priority,category,subcategory,first_response_time_hours,resolution_time_hours,sla_breached,satisfaction_score,ticket_summary
4926,97,9,2,9,3,2026-01-08 14:02:27.779795,2026-01-08 16:43:51.779795,2026-01-08 21:06:39.779795,Resolved,Medium,Printer Issue,Print queue stuck,2.69,7.07,False,4.0,Print queue stuck - printer issue reported by user
4927,87,33,6,1,3,2025-03-18 20:25:27.779795,2025-03-18 21:33:51.779795,2025-03-19 06:36:51.779795,Resolved,Medium,Printer Issue,Printer offline,1.14,10.19,False,2.0,Printer offline - printer issue reported by user
4928,46,6,5,1,4,2025-03-17 22:05:27.779795,2025-03-18 02:27:03.779795,2025-03-22 17:12:03.779795,Resolved,Low,Security Alert,Phishing email reported,4.36,115.11,True,4.0,Phishing email reported - security alert reported by user
4929,13,17,1,1,3,2024-10-02 14:46:27.779795,2024-10-02 15:39:15.779795,2024-10-05 03:53:03.779795,Closed,Medium,Printer Issue,Printer offline,0.88,61.11,True,4.0,Printer offline - printer issue reported by user
4930,26,16,5,10,3,2025-03-09 18:22:27.779795,2025-03-09 21:17:03.779795,2025-03-10 17:20:39.779795,Resolved,Medium,Printer Issue,Print queue stuck,2.91,22.97,False,5.0,Print queue stuck - printer issue reported by user
4931,168,29,1,7,4,2025-08-01 12:34:27.779795,2025-08-01 17:23:39.779795,2025-08-03 13:05:39.779795,Resolved,Low,Account Lockout,AD account issue,4.82,48.52,False,2.0,AD account issue - account lockout reported by user
4932,6,24,4,5,3,2024-06-19 18:20:27.779795,2024-06-19 20:20:27.779795,,In Progress,Medium,Software Access,Permission issue,2.0,,,,Permission issue - software access reported by user
4933,248,18,4,5,3,2024-06-13 00:15:27.779795,2024-06-13 03:54:27.779795,2024-06-15 13:13:39.779795,Resolved,Medium,Printer Issue,Printer offline,3.65,60.97,True,5.0,Printer offline - printer issue reported by user
4934,204,10,2,1,2,2025-01-24 20:51:27.779795,2025-01-24 22:23:51.779795,2025-01-25 04:23:15.779795,Resolved,High,Printer Issue,Printer offline,1.54,7.53,False,5.0,Printer offline - printer issue reported by user
4935,125,8,5,6,3,2024-07-11 15:12:27.779795,2024-07-11 18:19:39.779795,2024-07-12 09:00:27.779795,Resolved,Medium,Account Lockout,AD account issue,3.12,17.8,False,3.0,AD account issue - account lockout reported by user
4936,298,17,6,9,3,2025-11-05 05:27:27.779795,2025-11-05 06:16:39.779795,2025-11-05 23:10:03.779795,Resolved,Medium,Account Lockout,Account locked,0.82,17.71,False,4.0,Account locked - account lockout reported by user
4937,210,15,3,5,3,2026-01-14 23:09:27.779795,2026-01-15 00:04:39.779795,2026-01-15 21:00:27.779795,Resolved,Medium,Application Error,Application crash,0.92,21.85,False,5.0,Application crash - application error reported by user
4938,6,5,5,4,4,2025-04-01 02:59:27.779795,2025-04-01 06:57:39.779795,,In Progress,Low,Application Error,ERP timeout,3.97,,,,ERP timeout - application error reported by user
4939,276,2,4,4,3,2024-11-10 09:42:27.779795,2024-11-10 12:31:39.779795,,Open,Medium,Account Lockout,Too many login attempts,2.82,,,,Too many login attempts - account lockout reported by user
4940,181,21,1,3,3,2025-09-02 19:19:27.779795,2025-09-02 21:17:03.779795,2025-09-02 22:58:27.779795,Resolved,Medium,Password Reset,Expired password,1.96,3.65,False,5.0,Expired password - password reset reported by user
4941,184,32,5,7,2,2026-04-18 02:08:27.779795,2026-04-18 06:24:39.779795,2026-04-18 06:42:39.779795,Resolved,High,Printer Issue,Print queue stuck,4.27,4.57,False,3.0,Print queue stuck - printer issue reported by user
4942,195,11,2,7,4,2025-01-09 02:02:27.779795,2025-01-09 06:37:51.779795,2025-01-09 23:19:51.779795,Resolved,Low,Printer Issue,Unable to print,4.59,21.29,False,4.0,Unable to print - printer issue reported by user
4943,253,32,4,8,1,2025-07-31 19:29:27.779795,2025-07-31 21:27:03.779795,,Open,Critical,Hardware,Monitor not working,1.96,,,,Monitor not working - hardware reported by user
4944,86,23,1,10,4,2025-02-02 17:34:27.779795,2025-02-03 12:45:15.779795,2025-02-04 23:38:03.779795,Resolved,Low,Password Reset,Expired password,19.18,54.06,False,4.0,Expired password - password reset reported by user
4945,98,26,2,5,3,2024-11-18 12:13:27.779795,2024-11-18 12:21:51.779795,2024-11-18 22:42:15.779795,Resolved,Medium,VPN Issue,VPN disconnecting,0.14,10.48,False,4.0,VPN disconnecting - vpn issue reported by user
4946,28,10,6,8,2,2026-02-03 00:15:27.779795,2026-02-03 02:11:15.779795,2026-02-03 19:04:03.779795,Resolved,High,Software Access,License missing,1.93,18.81,True,4.0,License missing - software access reported by user
4947,231,34,3,2,2,2026-04-12 19:34:27.779795,2026-04-12 19:48:15.779795,,In Progress,High,Password Reset,Forgot password,0.23,,,,Forgot password - password reset reported by user
4948,118,27,5,6,1,2024-06-05 18:22:27.779795,2024-06-05 18:41:03.779795,2024-06-06 03:30:51.779795,Closed,Critical,Printer Issue,Print queue stuck,0.31,9.14,True,4.0,Print queue stuck - printer issue reported by user
4949,245,13,5,5,3,2025-09-08 05:25:27.779795,2025-09-08 07:33:15.779795,2025-09-08 08:54:51.779795,Resolved,Medium,Hardware,Docking station problem,2.13,3.49,False,5.0,Docking station problem - hardware reported by user
4950,212,31,5,7,4,2024-08-21 21:34:27.779795,2024-08-21 22:28:27.779795,2024-08-24 04:32:39.779795,Resolved,Low,Account Lockout,AD account issue,0.9,54.97,False,4.0,AD account issue - account lockout reported by user
4951,24,29,6,5,3,2025-05-16 22:33:27.779795,2025-05-16 22:45:27.779795,2025-05-16 23:42:27.779795,Resolved,Medium,WiFi/Network,Slow network,0.2,1.15,False,4.0,Slow network - wifi/network reported by user
4952,139,20,1,3,3,2024-12-02 12:41:27.779795,2024-12-02 15:45:39.779795,2024-12-03 09:10:51.779795,Resolved,Medium,Hardware,Laptop issue,3.07,20.49,False,4.0,Laptop issue - hardware reported by user
4953,101,22,2,6,2,2024-06-03 21:47:27.779795,2024-06-03 21:53:27.779795,2024-06-04 01:28:15.779795,Closed,High,Application Error,CRM login issue,0.1,3.68,False,5.0,CRM login issue - application error reported by user
4954,147,31,3,9,3,2025-05-04 02:17:27.779795,2025-05-04 05:35:27.779795,2025-05-04 08:20:27.779795,Closed,Medium,Password Reset,Forgot password,3.3,6.05,False,5.0,Forgot password - password reset reported by user
4955,101,35,4,2,3,2024-06-09 09:47:27.779795,2024-06-09 09:55:15.779795,2024-06-09 12:23:27.779795,Resolved,Medium,VPN Issue,MFA failure,0.13,2.6,False,3.0,MFA failure - vpn issue reported by user
4956,24,21,4,1,3,2026-04-11 12:26:27.779795,2026-04-11 14:07:51.779795,,In Progress,Medium,Security Alert,Suspicious login,1.69,,,,Suspicious login - security alert reported by user
4957,279,20,1,10,3,2025-12-13 14:09:27.779795,2025-12-13 15:58:03.779795,2025-12-13 16:36:27.779795,Resolved,Medium,Account Lockout,Account locked,1.81,2.45,False,4.0,Account locked - account lockout reported by user
4958,293,21,4,7,3,2026-01-03 21:33:27.779795,2026-01-04 01:07:03.779795,2026-01-04 11:55:39.779795,Resolved,Medium,Security Alert,Suspicious login,3.56,14.37,False,3.0,Suspicious login - security alert reported by user
4959,239,26,2,2,2,2025-04-21 04:26:27.779795,2025-04-21 05:39:03.779795,2025-04-21 09:10:15.779795,Resolved,High,Software Access,Application access request,1.21,4.73,False,5.0,Application access request - software access reported by user
4960,233,13,4,10,3,2025-12-14 12:41:27.779795,2025-12-14 15:10:51.779795,2025-12-15 02:22:51.779795,Resolved,Medium,Application Error,ERP timeout,2.49,13.69,False,2.0,ERP timeout - application error reported by user
4961,179,10,1,7,3,2025-11-02 03:05:27.779795,2025-11-02 08:24:03.779795,2025-11-02 20:11:27.779795,Resolved,Medium,Account Lockout,Too many login attempts,5.31,17.1,False,4.0,Too many login attempts - account lockout reported by user
4962,64,4,3,2,4,2025-12-07 05:05:27.779795,2025-12-07 09:10:51.779795,2025-12-11 01:04:15.779795,Resolved,Low,Security Alert,Suspicious login,4.09,91.98,True,5.0,Suspicious login - security alert reported by user
4963,274,16,3,10,2,2025-06-09 01:25:27.779795,2025-06-09 04:23:39.779795,2025-06-09 07:10:27.779795,Closed,High,Password Reset,Expired password,2.97,5.75,False,1.0,Expired password - password reset reported by user
4964,276,12,4,7,4,2025-11-16 23:40:27.779795,2025-11-17 07:51:51.779795,2025-11-18 12:57:15.779795,Resolved,Low,Printer Issue,Printer offline,8.19,37.28,False,4.0,Printer offline - printer issue reported by user
4965,86,26,1,2,4,2025-05-29 17:17:27.779795,2025-05-29 22:58:51.779795,2025-05-30 03:01:51.779795,Resolved,Low,Printer Issue,Unable to print,5.69,9.74,False,5.0,Unable to print - printer issue reported by user
4966,93,16,2,4,3,2025-08-11 14:21:27.779795,2025-08-11 17:09:27.779795,2025-08-12 07:55:03.779795,Closed,Medium,Application Error,Application crash,2.8,17.56,False,5.0,Application crash - application error reported by user
4967,36,6,2,1,3,2024-07-07 19:06:27.779795,2024-07-07 23:57:27.779795,2024-07-08 03:22:03.779795,Resolved,Medium,WiFi/Network,Slow network,4.85,8.26,False,4.0,Slow network - wifi/network reported by user
4968,115,9,6,8,3,2024-07-28 07:36:27.779795,2024-07-28 11:33:27.779795,2024-07-29 08:22:03.779795,Resolved,Medium,Application Error,CRM login issue,3.95,24.76,True,5.0,CRM login issue - application error reported by user
4969,72,25,4,3,3,2025-11-23 04:33:27.779795,2025-11-23 06:55:39.779795,2025-11-24 01:47:51.779795,Resolved,Medium,Email Issue,Outlook not syncing,2.37,21.24,False,4.0,Outlook not syncing - email issue reported by user
4970,198,28,2,4,4,2025-06-09 23:55:27.779795,2025-06-10 04:59:03.779795,2025-06-10 14:54:15.779795,Resolved,Low,Hardware,Laptop issue,5.06,14.98,False,5.0,Laptop issue - hardware reported by user
4971,210,2,5,4,3,2024-06-16 16:29:27.779795,2024-06-16 16:51:03.779795,2024-06-17 09:10:15.779795,Closed,Medium,Password Reset,Password reset request,0.36,16.68,False,3.0,Password reset request - password reset reported by user
4972,132,22,6,5,2,2024-09-12 21:32:27.779795,2024-09-12 23:21:03.779795,2024-09-13 11:09:39.779795,Resolved,High,VPN Issue,VPN disconnecting,1.81,13.62,True,2.0,VPN disconnecting - vpn issue reported by user
4973,295,29,2,6,3,2026-04-18 02:28:27.779795,2026-04-18 05:39:51.779795,2026-04-20 00:24:51.779795,Resolved,Medium,Software Access,License missing,3.19,45.94,True,2.0,License missing - software access reported by user
4974,9,16,1,4,2,2024-10-12 21:13:27.779795,2024-10-12 22:03:51.779795,2024-10-12 23:41:39.779795,Resolved,High,Password Reset,Password reset request,0.84,2.47,False,1.0,Password reset request - password reset reported by user
4975,115,13,6,3,2,2024-08-14 03:01:27.779795,2024-08-14 03:55:27.779795,,In Progress,High,Software Access,License missing,0.9,,,,License missing - software access reported by user
4976,158,35,5,4,4,2024-06-30 11:18:27.779795,2024-06-30 13:46:39.779795,2024-07-02 21:56:51.779795,Resolved,Low,VPN Issue,VPN disconnecting,2.47,58.64,False,3.0,VPN disconnecting - vpn issue reported by user
4977,35,13,3,7,3,2026-04-11 18:06:27.779795,2026-04-11 18:21:27.779795,2026-04-11 19:00:27.779795,Resolved,Medium,Application Error,CRM login issue,0.25,0.9,False,4.0,CRM login issue - application error reported by user
4978,72,27,4,3,3,2024-07-25 20:25:27.779795,2024-07-25 23:50:03.779795,2024-07-27 22:18:51.779795,Resolved,Medium,Hardware,Monitor not working,3.41,49.89,True,5.0,Monitor not working - hardware reported by user
4979,214,25,5,10,4,2025-08-14 07:27:27.779795,2025-08-14 13:08:51.779795,2025-08-18 13:25:39.779795,Resolved,Low,WiFi/Network,No internet access,5.69,101.97,True,5.0,No internet access - wifi/network reported by user
4980,105,7,4,10,4,2026-03-13 20:24:27.779795,2026-03-14 03:29:15.779795,2026-03-18 01:07:39.779795,Resolved,Low,Security Alert,Endpoint alert,7.08,100.72,True,4.0,Endpoint alert - security alert reported by user
4981,15,22,4,7,3,2026-01-17 15:41:27.779795,2026-01-17 19:32:27.779795,2026-01-18 02:45:39.779795,Resolved,Medium,Email Issue,Email delivery delay,3.85,11.07,False,5.0,Email delivery delay - email issue reported by user
4982,277,1,3,4,3,2025-06-30 06:38:27.779795,2025-06-30 10:21:39.779795,,Open,Medium,Email Issue,Email delivery delay,3.72,,,,Email delivery delay - email issue reported by user
4983,223,2,6,6,1,2024-12-06 04:25:27.779795,2024-12-06 05:22:27.779795,2024-12-06 07:05:39.779795,Resolved,Critical,Hardware,Docking station problem,0.95,2.67,False,5.0,Docking station problem - hardware reported by user
4984,203,18,4,3,3,2024-05-23 17:57:27.779795,2024-05-23 19:41:15.779795,2024-05-24 13:30:27.779795,Closed,Medium,Printer Issue,Printer offline,1.73,19.55,False,5.0,Printer offline - printer issue reported by user
4985,41,24,4,3,4,2025-05-25 10:33:27.779795,2025-05-25 14:34:39.779795,,In Progress,Low,Software Access,Permission issue,4.02,,,,Permission issue - software access reported by user
4986,50,21,5,8,3,2024-11-26 01:08:27.779795,2024-11-26 02:54:39.779795,2024-11-26 15:40:51.779795,Resolved,Medium,Software Access,License missing,1.77,14.54,False,4.0,License missing - software access reported by user
4987,105,12,6,9,3,2026-04-18 03:42:27.779795,2026-04-18 05:47:51.779795,2026-04-20 11:55:03.779795,Resolved,Medium,Account Lockout,Account locked,2.09,56.21,True,5.0,Account locked - account lockout reported by user
4988,221,15,6,6,3,2025-09-28 10:11:27.779795,2025-09-28 12:26:27.779795,,Open,Medium,Printer Issue,Printer offline,2.25,,,,Printer offline - printer issue reported by user
4989,160,13,6,1,2,2025-10-16 17:01:27.779795,2025-10-16 17:24:51.779795,2025-10-16 17:30:15.779795,Resolved,High,WiFi/Network,Slow network,0.39,0.48,False,3.0,Slow network - wifi/network reported by user
4990,213,3,5,8,1,2025-12-30 15:12:27.779795,2025-12-30 16:06:27.779795,2025-12-30 17:16:39.779795,Resolved,Critical,Email Issue,Email delivery delay,0.9,2.07,False,5.0,Email delivery delay - email issue reported by user
4991,19,28,1,7,3,2026-01-11 10:46:27.779795,2026-01-11 11:20:03.779795,,In Progress,Medium,Software Access,License missing,0.56,,,,License missing - software access reported by user
4992,267,6,4,3,3,2024-10-21 19:47:27.779795,2024-10-21 23:33:03.779795,,In Progress,Medium,Security Alert,Endpoint alert,3.76,,,,Endpoint alert - security alert reported by user
4993,117,34,3,5,4,2026-02-06 08:48:27.779795,2026-02-06 21:36:27.779795,2026-02-08 07:13:39.779795,Resolved,Low,Email Issue,Outlook not syncing,12.8,46.42,False,5.0,Outlook not syncing - email issue reported by user
4994,43,29,1,5,4,2025-04-10 01:56:27.779795,2025-04-10 04:03:39.779795,2025-04-12 01:29:27.779795,Closed,Low,Printer Issue,Printer offline,2.12,47.55,False,2.0,Printer offline - printer issue reported by user
4995,38,15,2,2,4,2024-12-04 04:25:27.779795,2024-12-04 18:44:39.779795,2024-12-06 17:03:15.779795,Resolved,Low,Security Alert,Suspicious login,14.32,60.63,False,5.0,Suspicious login - security alert reported by user
4996,30,32,2,7,3,2025-03-25 10:24:27.779795,2025-03-25 14:10:39.779795,,In Progress,Medium,VPN Issue,VPN connection failed,3.77,,,,VPN connection failed - vpn issue reported by user
4997,30,28,3,1,3,2025-10-27 14:14:27.779795,2025-10-27 18:33:03.779795,2025-10-28 12:40:51.779795,Resolved,Medium,Hardware,Docking station problem,4.31,22.44,False,5.0,Docking station problem - hardware reported by user
4998,247,9,5,5,4,2025-03-11 01:40:27.779795,2025-03-11 08:50:03.779795,2025-03-11 13:43:27.779795,Resolved,Low,Security Alert,Suspicious login,7.16,12.05,False,5.0,Suspicious login - security alert reported by user
4999,127,10,3,10,3,2025-08-06 02:09:27.779795,2025-08-06 03:25:39.779795,,In Progress,Medium,Hardware,Docking station problem,1.27,,,,Docking station problem - hardware reported by user
5000,256,23,5,10,4,2025-12-06 03:57:27.779795,2025-12-06 05:49:39.779795,2025-12-07 20:32:51.779795,Resolved,Low,WiFi/Network,Slow network,1.87,40.59,False,5.0,Slow network - wifi/network reported by user
5001,130,25,6,8,3,2024-12-19 09:52:27.779795,2024-12-19 11:39:51.779795,2024-12-21 15:18:15.779795,Resolved,Medium,Account Lockout,AD account issue,1.79,53.43,True,5.0,AD account issue - account lockout reported by user
5002,266,3,4,3,3,2026-01-29 13:10:27.779795,2026-01-29 15:51:15.779795,2026-01-30 09:48:15.779795,Resolved,Medium,Printer Issue,Print queue stuck,2.68,20.63,False,2.0,Print queue stuck - printer issue reported by user
5003,217,10,1,4,2,2024-08-24 03:05:27.779795,2024-08-24 04:44:27.779795,2024-08-24 08:39:03.779795,Resolved,High,Printer Issue,Unable to print,1.65,5.56,False,5.0,Unable to print - printer issue reported by user
5004,70,20,3,6,3,2026-01-15 01:17:27.779795,2026-01-15 02:54:39.779795,2026-01-15 14:52:15.779795,Resolved,Medium,Email Issue,Mailbox access issue,1.62,13.58,False,5.0,Mailbox access issue - email issue reported by user
5005,104,15,4,4,3,2025-04-05 18:24:27.779795,2025-04-05 21:41:15.779795,2025-04-05 22:18:27.779795,Resolved,Medium,WiFi/Network,No internet access,3.28,3.9,False,2.0,No internet access - wifi/network reported by user
5006,235,32,6,2,3,2025-02-23 07:25:27.779795,2025-02-23 11:08:39.779795,2025-02-23 23:46:27.779795,Resolved,Medium,Application Error,CRM login issue,3.72,16.35,False,5.0,CRM login issue - application error reported by user
5007,159,6,5,5,4,2026-02-11 04:23:27.779795,2026-02-11 11:34:15.779795,2026-02-15 16:40:51.779795,Resolved,Low,Printer Issue,Print queue stuck,7.18,108.29,True,1.0,Print queue stuck - printer issue reported by user
5008,237,26,5,8,2,2025-01-28 03:26:27.779795,2025-01-28 04:47:27.779795,,Open,High,Email Issue,Outlook not syncing,1.35,,,,Outlook not syncing - email issue reported by user
5009,114,9,6,7,3,2025-04-19 06:29:27.779795,2025-04-19 08:09:39.779795,2025-04-20 06:04:15.779795,Resolved,Medium,Software Access,License missing,1.67,23.58,False,4.0,License missing - software access reported by user
5010,229,7,5,1,3,2025-12-19 23:58:27.779795,2025-12-20 03:08:39.779795,2025-12-21 02:24:51.779795,Closed,Medium,Email Issue,Outlook not syncing,3.17,26.44,True,5.0,Outlook not syncing - email issue reported by user
5011,72,27,6,3,2,2025-07-20 09:51:27.779795,2025-07-20 10:37:03.779795,2025-07-20 12:23:51.779795,Resolved,High,Password Reset,Password reset request,0.76,2.54,False,5.0,Password reset request - password reset reported by user
5012,227,6,6,3,3,2025-02-09 18:07:27.779795,2025-02-09 20:24:15.779795,2025-02-10 12:50:03.779795,Resolved,Medium,Security Alert,Suspicious login,2.28,18.71,False,5.0,Suspicious login - security alert reported by user
5013,89,24,3,1,3,2025-01-25 19:19:27.779795,2025-01-25 22:25:27.779795,2025-01-26 17:54:51.779795,Closed,Medium,Security Alert,Phishing email reported,3.1,22.59,False,5.0,Phishing email reported - security alert reported by user
5014,84,34,1,3,4,2024-08-04 06:13:27.779795,2024-08-04 20:02:39.779795,2024-08-05 22:32:03.779795,Resolved,Low,Hardware,Laptop issue,13.82,40.31,False,4.0,Laptop issue - hardware reported by user
5015,245,35,6,9,3,2026-04-15 22:01:27.779795,2026-04-15 23:10:27.779795,2026-04-16 10:37:27.779795,Resolved,Medium,Hardware,Laptop issue,1.15,12.6,False,2.0,Laptop issue - hardware reported by user
5016,5,24,2,2,2,2024-06-15 14:42:27.779795,2024-06-15 15:22:39.779795,2024-06-15 19:51:27.779795,Resolved,High,Software Access,License missing,0.67,5.15,False,5.0,License missing - software access reported by user
5017,248,14,2,9,3,2025-12-05 10:13:27.779795,2025-12-05 11:40:27.779795,,In Progress,Medium,Hardware,Laptop issue,1.45,,,,Laptop issue - hardware reported by user
5018,246,6,1,9,2,2025-11-28 09:01:27.779795,2025-11-28 10:54:15.779795,2025-11-28 18:56:39.779795,Resolved,High,Security Alert,Suspicious login,1.88,9.92,True,4.0,Suspicious login - security alert reported by user
5019,127,14,4,8,3,2024-12-25 22:34:27.779795,2024-12-25 23:34:27.779795,2024-12-26 19:07:27.779795,Resolved,Medium,Software Access,License missing,1.0,20.55,False,4.0,License missing - software access reported by user
5020,108,33,6,3,3,2026-01-05 18:01:27.779795,2026-01-05 20:48:51.779795,2026-01-06 11:45:15.779795,Resolved,Medium,Security Alert,Suspicious login,2.79,17.73,False,2.0,Suspicious login - security alert reported by user
5021,162,34,6,4,3,2025-07-12 14:49:27.779795,2025-07-12 20:57:51.779795,2025-07-13 06:13:27.779795,Closed,Medium,Hardware,Monitor not working,6.14,15.4,False,5.0,Monitor not working - hardware reported by user
5022,298,31,4,8,1,2024-11-07 08:28:27.779795,2024-11-07 08:36:15.779795,2024-11-07 20:17:39.779795,Resolved,Critical,Account Lockout,AD account issue,0.13,11.82,True,4.0,AD account issue - account lockout reported by user
5023,72,14,4,9,4,2025-10-20 03:16:27.779795,2025-10-20 03:47:39.779795,2025-10-22 17:57:51.779795,Resolved,Low,Password Reset,Password reset request,0.52,62.69,False,5.0,Password reset request - password reset reported by user
5024,193,5,2,2,1,2025-06-21 13:33:27.779795,2025-06-21 14:11:15.779795,2025-06-21 18:17:15.779795,Resolved,Critical,Software Access,Permission issue,0.63,4.73,True,3.0,Permission issue - software access reported by user
5025,134,8,6,10,3,2024-11-23 09:59:27.779795,2024-11-23 18:52:51.779795,2024-11-25 16:55:51.779795,Resolved,Medium,WiFi/Network,Slow network,8.89,54.94,True,5.0,Slow network - wifi/network reported by user
5026,91,1,2,4,3,2026-04-10 03:01:27.779795,2026-04-10 05:35:03.779795,2026-04-10 07:45:51.779795,Resolved,Medium,Security Alert,Suspicious login,2.56,4.74,False,5.0,Suspicious login - security alert reported by user
5027,80,4,1,9,3,2026-03-11 09:18:27.779795,2026-03-11 12:53:51.779795,2026-03-11 19:31:03.779795,Resolved,Medium,Email Issue,Mailbox access issue,3.59,10.21,False,5.0,Mailbox access issue - email issue reported by user
5028,242,10,4,4,3,2025-09-17 23:18:27.779795,2025-09-17 23:48:27.779795,2025-09-18 12:47:51.779795,Closed,Medium,Account Lockout,Too many login attempts,0.5,13.49,False,5.0,Too many login attempts - account lockout reported by user
5029,4,24,2,7,4,2025-07-22 22:29:27.779795,2025-07-23 01:10:15.779795,2025-07-25 05:20:27.779795,Resolved,Low,Hardware,Docking station problem,2.68,54.85,False,4.0,Docking station problem - hardware reported by user
5030,231,31,2,10,3,2024-05-29 11:51:27.779795,2024-05-29 15:34:39.779795,,Open,Medium,Email Issue,Outlook not syncing,3.72,,,,Outlook not syncing - email issue reported by user
5031,55,35,3,5,3,2026-01-02 21:32:27.779795,2026-01-03 00:12:03.779795,2026-01-03 09:51:39.779795,Closed,Medium,Account Lockout,Too many login attempts,2.66,12.32,False,3.0,Too many login attempts - account lockout reported by user
5032,130,1,1,2,3,2026-03-26 06:43:27.779795,2026-03-26 09:38:03.779795,2026-03-26 19:25:27.779795,Closed,Medium,Account Lockout,Too many login attempts,2.91,12.7,False,5.0,Too many login attempts - account lockout reported by user
5033,177,25,1,8,3,2026-03-14 06:16:27.779795,2026-03-14 11:08:39.779795,2026-03-17 02:00:51.779795,Resolved,Medium,Software Access,Application access request,4.87,67.74,True,2.0,Application access request - software access reported by user
5034,178,25,2,3,3,2025-02-02 13:48:27.779795,2025-02-02 16:52:39.779795,2025-02-02 18:07:03.779795,Resolved,Medium,Password Reset,Password reset request,3.07,4.31,False,5.0,Password reset request - password reset reported by user
5035,123,30,1,1,3,2025-10-31 09:10:27.779795,2025-10-31 17:28:27.779795,2025-11-01 01:41:03.779795,Resolved,Medium,Hardware,Docking station problem,8.3,16.51,False,4.0,Docking station problem - hardware reported by user
5036,29,30,6,10,4,2026-01-16 05:05:27.779795,2026-01-16 11:19:51.779795,2026-01-20 04:15:39.779795,Resolved,Low,Printer Issue,Print queue stuck,6.24,95.17,True,2.0,Print queue stuck - printer issue reported by user
5037,36,33,5,4,3,2025-10-20 16:44:27.779795,2025-10-20 19:16:51.779795,2025-10-21 10:04:51.779795,Resolved,Medium,Hardware,Docking station problem,2.54,17.34,False,5.0,Docking station problem - hardware reported by user
5038,109,28,1,9,4,2025-08-05 08:35:27.779795,2025-08-05 17:43:51.779795,2025-08-06 15:09:03.779795,Resolved,Low,Account Lockout,Account locked,9.14,30.56,False,4.0,Account locked - account lockout reported by user
5039,58,33,3,2,2,2025-08-09 03:47:27.779795,2025-08-09 05:31:15.779795,2025-08-09 10:34:51.779795,Resolved,High,Printer Issue,Unable to print,1.73,6.79,False,5.0,Unable to print - printer issue reported by user
5040,149,27,1,9,4,2025-10-23 17:28:27.779795,2025-10-23 22:56:03.779795,2025-10-26 00:21:15.779795,Resolved,Low,Password Reset,Password reset request,5.46,54.88,False,5.0,Password reset request - password reset reported by user
5041,295,6,2,10,4,2025-03-01 18:51:27.779795,2025-03-01 20:43:03.779795,2025-03-09 09:41:51.779795,Resolved,Low,Password Reset,Expired password,1.86,182.84,True,3.0,Expired password - password reset reported by user
5042,38,14,3,8,3,2024-06-20 16:00:27.779795,2024-06-20 19:19:39.779795,2024-06-22 12:50:15.779795,Resolved,Medium,Security Alert,Suspicious login,3.32,44.83,True,5.0,Suspicious login - security alert reported by user
5043,221,24,2,8,3,2025-11-23 16:17:27.779795,2025-11-23 20:15:03.779795,2025-11-25 03:55:15.779795,Resolved,Medium,VPN Issue,VPN disconnecting,3.96,35.63,True,5.0,VPN disconnecting - vpn issue reported by user
5044,279,16,5,8,3,2024-11-14 07:37:27.779795,2024-11-14 10:54:51.779795,2024-11-14 15:27:51.779795,Resolved,Medium,Hardware,Laptop issue,3.29,7.84,False,4.0,Laptop issue - hardware reported by user
5045,151,28,4,2,4,2026-02-19 22:31:27.779795,2026-02-19 23:16:27.779795,2026-02-21 23:29:03.779795,Closed,Low,Password Reset,Forgot password,0.75,48.96,False,4.0,Forgot password - password reset reported by user
5046,259,5,2,7,2,2026-05-15 22:14:27.779795,2026-05-16 00:01:51.779795,2026-05-16 02:10:15.779795,Resolved,High,Email Issue,Mailbox access issue,1.79,3.93,False,4.0,Mailbox access issue - email issue reported by user
5047,10,35,1,10,3,2025-06-29 06:07:27.779795,2025-06-29 13:06:15.779795,,Open,Medium,Application Error,ERP timeout,6.98,,,,ERP timeout - application error reported by user
5048,156,29,5,3,2,2025-10-22 01:03:27.779795,2025-10-22 04:26:51.779795,2025-10-22 09:53:15.779795,Resolved,High,Printer Issue,Print queue stuck,3.39,8.83,True,5.0,Print queue stuck - printer issue reported by user
5049,197,14,2,8,3,2024-10-22 00:59:27.779795,2024-10-22 04:42:39.779795,2024-10-22 16:53:27.779795,Resolved,Medium,Software Access,Permission issue,3.72,15.9,False,4.0,Permission issue - software access reported by user
5050,271,8,4,1,2,2025-09-06 16:53:27.779795,2025-09-06 18:16:51.779795,2025-09-06 18:43:51.779795,Resolved,High,Software Access,Application access request,1.39,1.84,False,4.0,Application access request - software access reported by user
5051,124,35,3,6,3,2025-03-10 20:53:27.779795,2025-03-10 21:37:15.779795,,Open,Medium,Hardware,Monitor not working,0.73,,,,Monitor not working - hardware reported by user
5052,104,29,6,10,3,2026-02-28 12:47:27.779795,2026-02-28 13:24:39.779795,2026-02-28 20:00:39.779795,Resolved,Medium,Printer Issue,Print queue stuck,0.62,7.22,False,5.0,Print queue stuck - printer issue reported by user
5053,294,25,5,7,3,2024-10-19 11:28:27.779795,2024-10-19 17:24:15.779795,2024-10-19 17:51:51.779795,Resolved,Medium,Email Issue,Mailbox access issue,5.93,6.39,False,5.0,Mailbox access issue - email issue reported by user
5054,49,6,3,1,4,2024-08-16 04:40:27.779795,2024-08-16 07:39:15.779795,2024-08-18 14:58:27.779795,Resolved,Low,Account Lockout,Too many login attempts,2.98,58.3,False,4.0,Too many login attempts - account lockout reported by user
